Altium Designer Pick and Place Locations
C:\Users\Public\Documents\Altium\BPod Panel Due\Project Outputs for BPod Panel Due\Assembly Outputs\Generates pick and place files.csv

========================================================================================================================
File Design Information:

Date:       28/10/25
Time:       10:52
Revision:   54159a12e24615d6fe647be37016555d73f76274
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"LED3_37","INDICATOR","TopLayer","LED_CHIP_0805","272.4250","40.6514","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_36","INDICATOR","TopLayer","LED_CHIP_0805","203.4250","16.6517","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_35","INDICATOR","TopLayer","LED_CHIP_0805","180.4250","16.6519","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_34","INDICATOR","TopLayer","LED_CHIP_0805","157.4250","16.6521","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_33","INDICATOR","TopLayer","LED_CHIP_0805","134.4250","16.6523","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_32","INDICATOR","TopLayer","LED_CHIP_0805","203.4250","40.6525","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_31","INDICATOR","TopLayer","LED_CHIP_0805","180.4250","40.6527","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_30","INDICATOR","TopLayer","LED_CHIP_0805","157.4250","40.6529","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_29","INDICATOR","TopLayer","LED_CHIP_0805","134.4250","40.6531","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_28","INDICATOR","TopLayer","LED_CHIP_0805","111.4250","16.6534","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_26","INDICATOR","TopLayer","LED_CHIP_0805","65.4250","16.6538","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_25","INDICATOR","TopLayer","LED_CHIP_0805","42.4250","16.6540","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_24","INDICATOR","TopLayer","LED_CHIP_0805","111.4250","40.6542","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_23","INDICATOR","TopLayer","LED_CHIP_0805","88.4250","40.6544","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_22","INDICATOR","TopLayer","LED_CHIP_0805","65.4250","40.6546","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_21","INDICATOR","TopLayer","LED_CHIP_0805","42.4250","40.6549","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_20","INDICATOR","TopLayer","LED_CHIP_0805","364.4250","64.6553","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_19","INDICATOR","TopLayer","LED_CHIP_0805","341.4250","64.6553","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_18","INDICATOR","TopLayer","LED_CHIP_0805","318.4250","64.6555","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_17","INDICATOR","TopLayer","LED_CHIP_0805","295.4250","64.6557","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_16","INDICATOR","TopLayer","LED_CHIP_0805","364.4250","88.6559","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_15","INDICATOR","TopLayer","LED_CHIP_0805","341.4250","88.6561","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_14","INDICATOR","TopLayer","LED_CHIP_0805","318.4250","88.6564","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_13","INDICATOR","TopLayer","LED_CHIP_0805","295.4250","88.6566","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_12","INDICATOR","TopLayer","LED_CHIP_0805","249.4250","64.6570","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_11","INDICATOR","TopLayer","LED_CHIP_0805","226.4250","64.6570","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_10","INDICATOR","TopLayer","LED_CHIP_0805","203.4250","64.6572","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_9","INDICATOR","TopLayer","LED_CHIP_0805","180.4250","64.6574","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_8","INDICATOR","TopLayer","LED_CHIP_0805","157.4250","64.6576","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_7","INDICATOR","TopLayer","LED_CHIP_0805","134.4250","64.6578","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_6","INDICATOR","TopLayer","LED_CHIP_0805","249.4250","88.6581","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_5","INDICATOR","TopLayer","LED_CHIP_0805","226.4250","88.6583","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_4","INDICATOR","TopLayer","LED_CHIP_0805","203.4250","88.6585","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_3","INDICATOR","TopLayer","LED_CHIP_0805","180.4250","88.6587","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_2","INDICATOR","TopLayer","LED_CHIP_0805","157.4250","88.6589","0","White 0805 Light Emitting Diodes (LED) ROHS"
"LED3_1","INDICATOR","TopLayer","LED_CHIP_0805","134.6000","88.6500","0","White 0805 Light Emitting Diodes (LED) ROHS"
"FB1_2","FB0603-600R-0.2A","TopLayer","FB_CHIP_0603","299.9750","111.5800","180","Ferrite Chip, 1 Function(s), 0.2A, 2 Pin(s)"
"FB1_1","FB0603-600R-0.2A","TopLayer","FB_CHIP_0603","273.3750","111.5750","0","Ferrite Chip, 1 Function(s), 0.2A, 2 Pin(s)"
"C19_1","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","140.9000","107.1500","270","0603 Multilayer Ceramic Capacitors MLCC"
"U9_12","AD8606","TopLayer","VSSOP8_3X3_0.65E","410.7500","59.0750","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_11","AD8606","TopLayer","VSSOP8_3X3_0.65E","410.7500","83.0750","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_10","AD8606","TopLayer","VSSOP8_3X3_0.65E","410.7500","107.1000","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_9","AD8606","TopLayer","VSSOP8_3X3_0.65E","387.7500","107.1000","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_8","AD8606","TopLayer","VSSOP8_3X3_0.65E","364.7500","107.1000","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_7","AD8606","TopLayer","VSSOP8_3X3_0.65E","341.7500","107.1000","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_6","AD8606","TopLayer","VSSOP8_3X3_0.65E","249.7500","107.1000","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_5","AD8606","TopLayer","VSSOP8_3X3_0.65E","226.7500","107.1000","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_4","AD8606","TopLayer","VSSOP8_3X3_0.65E","203.7500","107.1000","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_3","AD8606","TopLayer","VSSOP8_3X3_0.65E","180.7500","107.1000","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_2","AD8606","TopLayer","VSSOP8_3X3_0.65E","157.7500","107.1000","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U9_1","AD8606","TopLayer","VSSOP8_3X3_0.65E","134.7500","107.1000","180","Operational Amplifier, 2 Func, 750uV Offset-Max, CMOS, PDSO8"
"U8_12","ADG819","TopLayer","SOT23-6","414.3500","59.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_11","ADG819","TopLayer","SOT23-6","414.3500","83.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_10","ADG819","TopLayer","SOT23-6","414.3500","107.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_9","ADG819","TopLayer","SOT23-6","391.3500","107.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_8","ADG819","TopLayer","SOT23-6","368.3500","107.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_7","ADG819","TopLayer","SOT23-6","345.3500","107.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_6","ADG819","TopLayer","SOT23-6","253.3500","107.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_5","ADG819","TopLayer","SOT23-6","230.3500","107.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_4","ADG819","TopLayer","SOT23-6","207.3500","107.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_3","ADG819","TopLayer","SOT23-6","184.3500","107.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_2","ADG819","TopLayer","SOT23-6","161.3500","107.8250","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"U8_1","ADG819","TopLayer","SOT23-6","138.3500","107.8500","180","Analog Switch/Analog Multiplexer Single 2: 1 Automotive 6-Pin SOT-23 T/R"
"R28_12","R0603-680R","TopLayer","RES_CHIP_0603","416.9000","63.5750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_11","R0603-680R","TopLayer","RES_CHIP_0603","416.9000","87.5750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_10","R0603-680R","TopLayer","RES_CHIP_0603","416.9000","111.5750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_9","R0603-680R","TopLayer","RES_CHIP_0603","393.9000","111.5750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_8","R0603-680R","TopLayer","RES_CHIP_0603","370.9000","111.5750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_7","R0603-680R","TopLayer","RES_CHIP_0603","347.9000","111.5750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_6","R0603-680R","TopLayer","RES_CHIP_0603","253.5000","114.2750","0","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_5","R0603-680R","TopLayer","RES_CHIP_0603","232.9000","111.5750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_4","R0603-680R","TopLayer","RES_CHIP_0603","209.9000","111.5750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_3","R0603-680R","TopLayer","RES_CHIP_0603","186.9000","111.5750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_2","R0603-680R","TopLayer","RES_CHIP_0603","163.9000","111.5750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R28_1","R0603-680R","TopLayer","RES_CHIP_0603","140.9000","111.6000","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_12","R0603-100K","TopLayer","RES_CHIP_0603","408.2000","55.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_11","R0603-100K","TopLayer","RES_CHIP_0603","408.2000","79.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_10","R0603-100K","TopLayer","RES_CHIP_0603","408.2000","103.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_9","R0603-100K","TopLayer","RES_CHIP_0603","385.2000","103.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_8","R0603-100K","TopLayer","RES_CHIP_0603","362.2000","103.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_7","R0603-100K","TopLayer","RES_CHIP_0603","339.2000","103.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_6","R0603-100K","TopLayer","RES_CHIP_0603","247.2000","103.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_5","R0603-100K","TopLayer","RES_CHIP_0603","224.2000","103.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_4","R0603-100K","TopLayer","RES_CHIP_0603","201.2000","103.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_3","R0603-100K","TopLayer","RES_CHIP_0603","178.2000","103.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_2","R0603-100K","TopLayer","RES_CHIP_0603","155.2000","103.9250","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R27_1","R0603-100K","TopLayer","RES_CHIP_0603","132.2000","103.9500","270","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_12","R0603-100K","TopLayer","RES_CHIP_0603","408.2000","61.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_11","R0603-100K","TopLayer","RES_CHIP_0603","408.2000","85.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_10","R0603-100K","TopLayer","RES_CHIP_0603","408.2000","109.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_9","R0603-100K","TopLayer","RES_CHIP_0603","385.2000","109.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_8","R0603-100K","TopLayer","RES_CHIP_0603","362.2000","109.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_7","R0603-100K","TopLayer","RES_CHIP_0603","339.2000","109.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_6","R0603-100K","TopLayer","RES_CHIP_0603","247.2000","109.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_5","R0603-100K","TopLayer","RES_CHIP_0603","224.2000","109.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_4","R0603-100K","TopLayer","RES_CHIP_0603","201.2000","109.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_3","R0603-100K","TopLayer","RES_CHIP_0603","178.2000","109.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_2","R0603-100K","TopLayer","RES_CHIP_0603","155.2000","109.9250","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R26_1","R0603-100K","TopLayer","RES_CHIP_0603","132.2000","109.9500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_12","R0603-68K","TopLayer","RES_CHIP_0603","416.9000","56.1500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_11","R0603-68K","TopLayer","RES_CHIP_0603","416.9000","80.1500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_10","R0603-68K","TopLayer","RES_CHIP_0603","416.9000","104.1500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_9","R0603-68K","TopLayer","RES_CHIP_0603","393.9000","104.1500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_8","R0603-68K","TopLayer","RES_CHIP_0603","370.9000","104.1500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_7","R0603-68K","TopLayer","RES_CHIP_0603","347.9000","104.1500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_6","R0603-68K","TopLayer","RES_CHIP_0603","253.8000","102.2000","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_5","R0603-68K","TopLayer","RES_CHIP_0603","232.9000","104.1500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_4","R0603-68K","TopLayer","RES_CHIP_0603","209.9000","104.1500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_3","R0603-68K","TopLayer","RES_CHIP_0603","186.9000","104.1500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_2","R0603-68K","TopLayer","RES_CHIP_0603","163.9000","104.1500","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R25_1","R0603-68K","TopLayer","RES_CHIP_0603","140.9000","104.1750","90","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_12","R0603-33K","TopLayer","RES_CHIP_0603","414.2750","56.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_11","R0603-33K","TopLayer","RES_CHIP_0603","414.2750","80.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_10","R0603-33K","TopLayer","RES_CHIP_0603","414.2750","104.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_9","R0603-33K","TopLayer","RES_CHIP_0603","391.2750","104.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_8","R0603-33K","TopLayer","RES_CHIP_0603","368.2750","104.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_7","R0603-33K","TopLayer","RES_CHIP_0603","345.2750","104.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_6","R0603-33K","TopLayer","RES_CHIP_0603","253.2000","104.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_5","R0603-33K","TopLayer","RES_CHIP_0603","230.2750","104.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_4","R0603-33K","TopLayer","RES_CHIP_0603","207.2750","104.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_3","R0603-33K","TopLayer","RES_CHIP_0603","184.2750","104.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_2","R0603-33K","TopLayer","RES_CHIP_0603","161.2750","104.8750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R24_1","R0603-33K","TopLayer","RES_CHIP_0603","138.2750","104.9000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_12","R0603-1K","TopLayer","RES_CHIP_0603","410.4500","62.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_11","R0603-1K","TopLayer","RES_CHIP_0603","410.4500","86.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_10","R0603-1K","TopLayer","RES_CHIP_0603","410.4500","110.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_9","R0603-1K","TopLayer","RES_CHIP_0603","387.4500","110.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_8","R0603-1K","TopLayer","RES_CHIP_0603","364.4500","110.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_7","R0603-1K","TopLayer","RES_CHIP_0603","341.4500","110.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_6","R0603-1K","TopLayer","RES_CHIP_0603","249.4500","110.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_5","R0603-1K","TopLayer","RES_CHIP_0603","226.4500","110.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_4","R0603-1K","TopLayer","RES_CHIP_0603","203.4500","110.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_3","R0603-1K","TopLayer","RES_CHIP_0603","180.4500","110.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_2","R0603-1K","TopLayer","RES_CHIP_0603","157.4500","110.9750","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"R23_1","R0603-1K","TopLayer","RES_CHIP_0603","134.4500","111.0000","180","100mW Thick Film Resistors 75V ±100ppm/? ±1% 0603 Chip Resistor"
"Q4_12","AO3400A","TopLayer","SOT23","414.1250","63.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_11","AO3400A","TopLayer","SOT23","414.1250","87.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_10","AO3400A","TopLayer","SOT23","414.1250","111.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_9","AO3400A","TopLayer","SOT23","391.1250","111.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_8","AO3400A","TopLayer","SOT23","368.1250","111.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_7","AO3400A","TopLayer","SOT23","345.1250","111.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_6","AO3400A","TopLayer","SOT23","253.1250","111.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_5","AO3400A","TopLayer","SOT23","230.1250","111.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_4","AO3400A","TopLayer","SOT23","207.1250","111.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_3","AO3400A","TopLayer","SOT23","184.1250","111.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_2","AO3400A","TopLayer","SOT23","161.1250","111.7750","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"Q4_1","AO3400A","TopLayer","SOT23","138.1250","111.8000","0","30V 5.7A 26.5mO@10V,5.7A 1.4W 1.5V@250uA 1 NChannel SOT-23-3L MOSFETs"
"LED4_12","INDICATOR","TopLayer","LED_CHIP_0805","410.6000","64.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_11","INDICATOR","TopLayer","LED_CHIP_0805","410.6000","88.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_10","INDICATOR","TopLayer","LED_CHIP_0805","410.6000","112.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_9","INDICATOR","TopLayer","LED_CHIP_0805","387.6000","112.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_8","INDICATOR","TopLayer","LED_CHIP_0805","364.6000","112.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_7","INDICATOR","TopLayer","LED_CHIP_0805","341.6000","112.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_6","INDICATOR","TopLayer","LED_CHIP_0805","249.6000","112.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_5","INDICATOR","TopLayer","LED_CHIP_0805","226.6000","112.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_4","INDICATOR","TopLayer","LED_CHIP_0805","203.6000","112.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_3","INDICATOR","TopLayer","LED_CHIP_0805","180.6000","112.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_2","INDICATOR","TopLayer","LED_CHIP_0805","157.6000","112.6250","180","White 0805 Light Emitting Diodes (LED) ROHS"
"LED4_1","INDICATOR","TopLayer","LED_CHIP_0805","134.6000","112.6500","180","White 0805 Light Emitting Diodes (LED) ROHS"
"C21_12","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","408.2000","58.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_11","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","408.2000","82.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_10","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","408.2000","106.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_9","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","385.2000","106.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_8","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","362.2000","106.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_7","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","339.2000","106.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_6","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","247.2000","106.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_5","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","224.2000","106.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_4","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","201.2000","106.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_3","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","178.2000","106.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_2","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","155.2000","106.9250","270","0603 Multilayer Ceramic Capacitors MLCC"
"C21_1","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","132.2000","106.9500","270","0603 Multilayer Ceramic Capacitors MLCC"
"C20_12","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","414.2750","55.3750","180","0603 Multilayer Ceramic Capacitors MLCC"
"C20_11","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","414.2750","79.3750","180","0603 Multilayer Ceramic Capacitors MLCC"
"C20_10","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","414.2750","103.3750","180","0603 Multilayer Ceramic Capacitors MLCC"
"C20_9","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","391.2750","103.3750","180","0603 Multilayer Ceramic Capacitors MLCC"
"C20_8","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","368.2750","103.3750","180","0603 Multilayer Ceramic Capacitors MLCC"
"C20_7","C0603-100nF-50V","TopLayer","CAP_CHIP_0603","345.2750","103.3750","180","0603 Multilayer Ceramic Capacitors MLCC"
